"Date","Sales","TV_Ads_Expenditure","Social_Media_Ads_Expenditure","Discounts_Offered","Customer_Traffic","Competitor_Pricing","Seasonality_Factor","Economic_Indicator"
2019-03-10,6207.59,4678.68,1925.63,17.97,210,78.78,0.93,2.26
2019-03-17,6419.34,2921.51,3109.04,13.59,211,102.78,0.97,2.41
2019-03-24,7164.51,4908.57,3706.34,16.67,215,98.44,0.99,2
2019-03-31,7024.79,6187.19,1598.96,7.72,207,106.41,1,2.28
2019-04-07,7933.73,6191.6,1998.86,10.73,197,102.78,1,2.29
2019-04-14,7496.04,4211.04,4411.64,14.37,200,93.37,0.98,1.32
2019-04-21,5681.69,3452.22,2652.88,15.05,201,94.17,0.94,2.07
2019-04-28,9983.4,7458.06,3404.56,21.65,226,87,0.9,2.34
2019-05-05,6254.1,4837.58,2578.45,8.46,212,92.27,0.84,2.35
2019-05-12,6453.4,4902.55,2761.13,16.61,200,124.46,0.76,1.86
2019-05-19,5321.71,5420.57,3069.8,8.68,208,106.72,0.68,1.74
2019-05-26,7182.04,3385.96,3008.77,18.82,195,87.63,0.59,1.66
2019-06-02,7533.84,4271.78,2845.95,5.69,205,77.88,0.49,1.32
2019-06-09,6623.62,3459.56,2624.16,25.12,203,93.88,0.38,1.9
2019-06-16,5392.73,4306.91,561.71,25.92,194,104.87,0.26,2.27
2019-06-23,6940.41,5118.85,4494.92,10.04,195,102.85,0.15,3.15
2019-06-30,7218.19,3635.29,4432.34,18.75,206,93.78,0.03,1.62
2019-07-07,6342.66,5589.98,2119.13,20.32,222,93.17,-0.09,1.3
2019-07-14,7719.96,5289.34,2865.51,8.3,194,102.8,-0.21,3.11
2019-07-21,6937.03,4095.78,4100.22,22.43,188,105.44,-0.33,2.57
2019-07-28,5491.37,5226.32,3798.63,26.94,199,129.12,-0.44,1.97
2019-08-04,6099.94,5748.08,4021.28,28.76,211,98.01,-0.55,2.36
2019-08-11,5317.07,6061.1,2142.6,23.35,187,97.2,-0.64,2.34
2019-08-18,5202.51,4787.15,5061.81,5.04,189,104.13,-0.73,2.1
2019-08-25,7267.28,4906.36,2093.23,24.28,205,93.51,-0.81,2.6
2019-09-01,5004.43,4913.29,3603.13,13.61,211,109.23,-0.87,1.96
2019-09-08,8709.06,6441.46,3113.02,15.27,217,87.09,-0.92,2.22
2019-09-15,7656.22,6125.07,2677.03,5.08,210,101.4,-0.96,2.67
2019-09-22,4652.77,5834.4,2696.47,13.4,184,80.63,-0.99,1.25
2019-09-29,4593.33,4712.66,2206.88,13.11,205,105.67,-1,1.16
2019-10-06,8954.97,5373.24,4298.13,16.52,200,97.76,-1,2.66
2019-10-13,5565.22,5403.29,3071.61,25.63,193,115.38,-0.98,2.49
2019-10-20,4275.61,3958.33,3207.37,21.43,203,89.32,-0.95,2.15
2019-10-27,5805.64,3271.7,3167.71,14.17,202,87.92,-0.9,1.88
2019-11-03,6886.32,5641.83,2699.86,24.7,198,113.29,-0.84,2.36
2019-11-10,5510.42,3470.69,2092.78,14.54,205,101.2,-0.77,1.17
2019-11-17,5505.8,5001.68,3202.98,28.6,183,82.43,-0.69,1.79
2019-11-24,5957.47,5250.25,1325.09,24.3,213,107.04,-0.59,1.55
2019-12-01,7794.6,5563.87,1865.15,12.63,188,91.71,-0.49,3.11
2019-12-08,4518.24,5189.43,2138.88,11.02,186,104.03,-0.39,1.45
2019-12-15,5353.58,4267.15,2137.06,8.87,179,110.49,-0.27,1.6
2019-12-22,6270.62,5986.37,3085.75,27.2,208,99.73,-0.15,1.46
2019-12-29,6428.16,6738.63,4278.79,18.5,206,106,-0.03,1.11
2020-01-05,4429.54,5881.18,1787.74,27.66,191,116.08,0.09,2.04
2020-01-12,4374.43,3056.35,3346.94,29.97,185,94.19,0.21,2.43
2020-01-19,7347.5,6399.58,3719.64,18.88,195,91.16,0.32,1.93
2020-01-26,5508.78,4943.94,2208.37,13.35,185,106.16,0.43,3.08
2020-02-02,5052.1,5524.91,2957.76,21.72,197,101.82,0.54,1.11
2020-02-09,7417.88,5622.03,3658.89,26.85,179,102.18,0.64,2.09
2020-02-16,5862.62,4903.31,2795.59,29.45,184,104.3,0.72,1.92
2020-02-23,7278.54,4924.74,2823.45,15.1,193,102.13,0.8,2.76
2020-03-01,8203.8,6019.16,3246.18,23.36,203,105.3,0.87,2.07
2020-03-08,6665.76,5711.6,2951.99,12.9,211,87.73,0.92,1.49
2020-03-15,7659.85,5990.26,2555.48,16.42,190,104.36,0.96,2.15
2020-03-22,6916.04,7382.93,2889.11,10.97,202,119.73,0.99,1.94
2020-03-29,7375.89,5664.42,4506.27,22.31,222,99.92,1,2.12
2020-04-05,5631.31,5207.38,3698.93,15.41,193,95.82,1,1.3
2020-04-12,6313.93,2789.37,2268.32,22.24,206,105.34,0.98,2.31
2020-04-19,6262.16,7691.71,2004.07,28.74,209,112.86,0.95,2.88
2020-04-26,5995.82,4517.32,2712.01,6.27,218,99.57,0.9,1.87
2020-05-03,7833.98,7374.73,4063.02,20.47,179,105.31,0.85,2.55
2020-05-10,8240.64,5374.64,3234.14,23.67,199,95.45,0.77,2.7
2020-05-17,7020.12,6538.43,2438.8,22.17,191,93.44,0.69,2.48
2020-05-24,6318.3,4890.29,3705.79,26.86,208,95.26,0.6,1.65
2020-05-31,7374.86,5511.47,2893.3,24.98,179,113.32,0.5,0.76
2020-06-07,4879.51,5213.96,2103.46,27.06,180,115.45,0.39,2.48
2020-06-14,6784.1,4813.88,3368.95,29.52,204,88.68,0.28,1.84
2020-06-21,6851.89,4879.61,4219.31,18.71,222,101.86,0.16,1.96
2020-06-28,9584.68,6012.83,3347.57,24.53,221,104.43,0.04,1.93
2020-07-05,6410.15,4798.54,3153.6,19.49,162,85.83,-0.08,2.02
2020-07-12,7398.29,2962.32,2475.01,6.92,224,102.51,-0.2,1.38
2020-07-19,6126,4804.11,3454.72,16.72,195,95.79,-0.31,2.04
2020-07-26,5108.75,5539.79,2143.54,8.77,168,82,-0.43,1.84
2020-08-02,5060.73,5616.46,1677.48,18.91,189,107.24,-0.53,2.25
2020-08-09,6307.57,5616.57,2965.32,6.4,205,94.74,-0.63,1.03
2020-08-16,5405.29,3307.9,2972.33,23.41,197,84.99,-0.72,1.37
2020-08-23,5953.46,5368.74,4892.04,5.05,201,121.27,-0.8,2.01
2020-08-30,5600.37,5967.86,2026.92,7.18,196,108.03,-0.86,1.93
2020-09-06,5375.44,6276.58,3136.73,27.54,200,111.71,-0.92,1.89
2020-09-13,6501.92,4775.04,3644.04,29.35,208,101.5,-0.96,2.69
2020-09-20,6657.69,4678.11,3840.47,12.77,193,76,-0.99,1.86
2020-09-27,5576.99,6487.84,2991.42,21.05,225,93.56,-1,1.85
2020-10-04,4054.55,3332.07,2405.4,21.34,200,85.32,-1,1.5
2020-10-11,4646.92,4563.17,2947.37,20.31,186,95.18,-0.98,1.7
2020-10-18,6897.66,5457.46,4551.8,27.03,215,102.76,-0.95,2.56
2020-10-25,5454.08,3382.23,3386.19,24.54,209,105.29,-0.91,2.91
2020-11-01,7210.4,5279.63,1364.42,12.61,203,100.7,-0.85,2.81
2020-11-08,9126.27,6877.86,4138.77,6.35,222,85.73,-0.78,1.66
2020-11-15,5881.97,4995.94,3432.4,16.16,185,105.79,-0.7,2.55
2020-11-22,5580.31,4721.55,2973.14,15.65,178,92.39,-0.61,1.33
2020-11-29,6219.1,5474.91,2985.71,20.92,200,78.93,-0.51,1.58
2020-12-06,6144.73,4720.93,2880.17,23.62,208,86.04,-0.4,2.16
2020-12-13,6894.04,5813.4,3205.25,19.73,208,107.91,-0.29,2.97
2020-12-20,7610.32,5904.44,2596.91,16.57,216,102.9,-0.17,2.03
2020-12-27,6575.78,5002.69,3221.61,10.48,187,92.11,-0.05,2.52
2021-01-03,5532.2,3823.31,2254.92,16.34,207,62.65,0.05,1.96
2021-01-10,6772.44,3681.78,3160.12,24.19,219,106.01,0.17,2
2021-01-17,6422.59,4407,3885.47,11.46,212,105.68,0.29,2.21
2021-01-24,7260.45,5797.38,3407.36,22.68,198,98.16,0.4,2.81
2021-01-31,5825.94,3041.79,3827,24.47,178,92.46,0.51,1.61
2021-02-07,6544.42,3113.67,2127.3,14.66,182,85.76,0.61,1.88
2021-02-14,6531.19,4346.22,3043.83,12.71,193,94.25,0.7,2.16
2021-02-21,7300.19,5394.39,3493.8,7.77,195,96.27,0.78,2.04
2021-02-28,6400.86,4086.43,2145.6,17,201,90.65,0.85,1.39
2021-03-07,7093.49,5886.75,4252.65,23.42,200,89.42,0.91,1.94
2021-03-14,6666.25,5333.37,2172.15,17.94,200,110.67,0.95,2.34
2021-03-21,7504.87,4829.36,3131.61,28.08,214,94.73,0.98,1.91
2021-03-28,7365.71,5818.83,3121.47,5.36,173,103.44,1,2.04
2021-04-04,6168.03,5388.37,3097.34,27.91,197,102.59,1,1.34
2021-04-11,5504.02,4554.06,2831.66,19.49,208,104.39,0.99,1.77
2021-04-18,6813.77,5231.11,3359.95,25.21,187,95.08,0.96,1.6
2021-04-25,7693.8,5647.51,2175.07,15.84,190,105.73,0.92,2.15
2021-05-02,7707.89,5356.28,1968.51,12.86,197,101.44,0.86,1.79
2021-05-09,7641.8,4341.99,2476.35,15.22,220,112.04,0.8,1.73
2021-05-16,8059.32,5855.2,2954.14,12.44,205,101.43,0.72,2.44
2021-05-23,6818.89,6152.94,4005.4,8,218,92.94,0.63,2
2021-05-30,7969.68,5276.27,4269.96,11.96,193,116.27,0.53,2.99
2021-06-06,6855.14,5144.1,3255.59,11.89,226,97.25,0.43,1.01
2021-06-13,6385.51,4924.37,3305.27,13.51,184,101.85,0.31,2.54
2021-06-20,8248.36,7161.42,2805.08,5.46,182,116.19,0.2,2.11
2021-06-27,6291.47,5276.32,3038.44,24.02,189,103.14,0.08,1.39
2021-07-04,5199.21,4841.71,1876.36,16.18,187,106.89,-0.04,2.1
2021-07-11,5569.32,2492.08,3231.95,20.03,220,75.78,-0.16,2.11
2021-07-18,5387.9,3434.72,2571.56,7.62,216,87.72,-0.28,1.89
2021-07-25,6921.52,4922.33,3267.74,5.79,184,89.92,-0.39,2.02
2021-08-01,5156.5,5206.29,2723.21,9.62,198,102.68,-0.5,2.62
2021-08-08,6849.76,5276.87,2470.71,5.79,215,106.32,-0.6,2.19
2021-08-15,7190.56,5821.51,2824.71,28.47,196,86.04,-0.69,1.46
2021-08-22,5375.09,4805.85,2706.48,17.27,233,108.07,-0.77,1.59
2021-08-29,5138.35,6214.59,3875.66,25.06,221,134.55,-0.85,0.9
2021-09-05,4681.26,4078.48,3167.37,18.99,210,110.25,-0.9,2.3
2021-09-12,6124.4,3791.56,3345.99,7.75,173,91,-0.95,1.84
2021-09-19,4391.8,3771.01,2007.32,5.26,200,88.02,-0.98,2.17
2021-09-26,7758.94,5742.3,4197.46,15.81,167,93.63,-1,2.11
2021-10-03,3795.19,4917.08,3127.5,10.18,198,115.95,-1,1.67
2021-10-10,5235.61,5789.82,2314.97,25.16,202,98.84,-0.99,1.95
2021-10-17,5133.32,4732.29,3247.24,17.77,208,96.77,-0.96,2.48
2021-10-24,5783.96,4408.11,3696.35,18.47,207,110.73,-0.92,1.78
2021-10-31,4186.48,4631.65,1893.06,28.2,216,117.2,-0.87,2.15
2021-11-07,6684.57,3147.38,4352.09,6.9,195,92.39,-0.8,2.02
2021-11-14,6778.98,3830.38,2873.58,5.55,188,102.94,-0.72,0.92
2021-11-21,6181.54,3557.97,3896.94,18.95,199,93.91,-0.64,1.32
2021-11-28,8000.97,6054.32,3057.81,7.62,209,90.09,-0.54,1.49
2021-12-05,5865.09,4402.67,2734.06,11.58,204,110.34,-0.43,2.55
2021-12-12,4208.36,5789.46,1532.06,8.5,185,96.75,-0.32,1.59
2021-12-19,6766.99,6516.49,2119.86,8.82,186,106.02,-0.21,1.76
2021-12-26,7788.74,4808.23,2966.93,19.24,186,90.1,-0.09,2.41
2022-01-02,7852.47,5283.88,3662.28,6.46,196,102.55,0.03,2.23
2022-01-09,1787.72,3248.93,1494.66,20.74,177,78.74,0.15,1.65
2022-01-16,5499.44,4181.33,4100.35,23.4,224,88.77,0.27,0.76
2022-01-23,5443.29,5056.21,4119.19,14.36,199,110.12,0.39,2.41
2022-01-30,5565.6,5299.09,2085.35,22.63,188,93.3,0.49,0.64
2022-02-06,5023.39,4240.6,3377.84,6.34,200,99.38,0.59,2.4
2022-02-13,9268.68,7684.86,2173.09,19.59,208,88.3,0.69,2.05
2022-02-20,7176.78,4541.61,2899.84,11.6,186,83.67,0.77,2.09
2022-02-27,8951.51,5064.24,3742.93,9.5,216,97.84,0.84,2.02
2022-03-06,7727.9,5649.79,3694.67,12.19,191,105.11,0.9,2.39
2022-03-13,6392.46,4973.98,2320.66,20.1,198,90.23,0.95,3.17
2022-03-20,7171.37,4356.43,2690.69,15.49,199,101.36,0.98,2.19
2022-03-27,6752.72,6045.31,2219.07,20.9,187,115.44,1,2.88
2022-04-03,8227.63,6615.55,3271.63,28.69,222,97.87,1,2.5
2022-04-10,5281.49,4970.31,1752.74,18.15,213,99.12,0.99,1.91
2022-04-17,4902.75,5562.27,896.54,11.23,173,99.05,0.96,1.61
2022-04-24,6378.46,4902.59,4175.85,23.58,204,101.96,0.92,2.07
2022-05-01,9438.02,6016.46,4818.78,18.26,210,106.21,0.87,2.66
2022-05-08,9284.73,3843.83,2635.97,8.41,189,93.53,0.81,1.83
2022-05-15,7679.28,7320.86,3608.88,11.01,180,107.22,0.73,1.98
2022-05-22,7670.04,4396.47,2994,7.96,191,92.23,0.64,1.72
2022-05-29,4048.85,3541.15,4179.45,7.69,242,101.51,0.55,1.79
2022-06-05,5589.62,4649.08,3443.32,21.27,184,107.26,0.44,1.61
2022-06-12,6261.75,5146.71,3162.93,23.44,195,88.79,0.33,1.67
2022-06-19,6559.82,6623.62,1560.69,16.18,193,102.84,0.21,2.16
2022-06-26,7579.59,5911.21,3866.36,8.67,201,103.68,0.09,1.02
2022-07-03,5904.14,5142.46,2719.32,26.01,208,98,-0.03,3.04
2022-07-10,3461.57,3610.52,1877.21,29.92,184,95.23,-0.15,2.04
2022-07-17,7447.19,4133.96,2838.56,5.49,221,92.91,-0.26,2.3
2022-07-24,6076.14,4836.72,2898.58,18.42,198,112.4,-0.38,2.21
2022-07-31,6400.47,7553.03,3847.37,24.91,193,87.69,-0.49,2.24
2022-08-07,4549.72,3139.77,2066.08,18.1,179,105.24,-0.59,2.18
2022-08-14,5962.27,6131.05,2553.89,11.17,208,98.78,-0.68,2.66
2022-08-21,8267.17,4472.77,4190.5,16.84,223,87.93,-0.76,1.68
2022-08-28,9117.71,6665.99,4086.93,12.3,195,91.39,-0.84,2.98
2022-09-04,2501.72,3860.8,3930.57,29.18,193,90.63,-0.9,2.11
2022-09-11,7763.76,5143.62,4329.22,22.48,184,104.51,-0.94,1.79
2022-09-18,5059.58,3900.45,3163.22,23.67,228,97.24,-0.98,2.68
2022-09-25,6099.66,5903.52,2534.49,5.34,183,112.05,-1,2.1
2022-10-02,6809.83,6483.78,3444.16,15.02,217,99.84,-1,1.46
2022-10-09,6851.04,6950.72,3846.98,16.35,187,94.93,-0.99,0.73
2022-10-16,8301.36,5797.6,4930.91,8.04,202,94.61,-0.97,1.97
2022-10-23,4974.14,6843.27,1428.01,11.43,177,91.21,-0.93,2.49
2022-10-30,8275.14,6246.42,3218.59,8.74,196,99.38,-0.88,1.43
2022-11-06,7267.85,4868.13,3523.84,15.42,230,91.6,-0.81,0.71
2022-11-13,8668.46,5477.04,2956.32,10.41,199,99.46,-0.74,2.5
2022-11-20,5780.71,4028.01,1753.74,18.07,191,104.1,-0.65,1.77
2022-11-27,6409.13,4814.8,3593.2,27.2,214,82.08,-0.55,1.2
2022-12-04,7835.38,6220.96,2376.73,17.92,186,95.6,-0.45,1.99
2022-12-11,7569.92,5541.28,3404.69,15.63,208,103.11,-0.34,1.68
2022-12-18,7503.34,5457.36,3726.04,12.38,219,99.71,-0.22,1.71
2022-12-25,4898.3,3961.87,4027.17,10.61,200,87.89,-0.1,1.17
2023-01-01,6780.13,4395.49,1753.71,6.33,208,104.03,0.02,2.67
2023-01-08,4691.88,4235.39,3865.39,24.65,203,99.67,0.14,1.78
2023-01-15,7000.82,5395.3,2394.41,28.95,206,110.77,0.26,2.25
2023-01-22,6263.55,4009.49,1968.78,27.77,196,103.79,0.37,2.7
2023-01-29,7756.9,5562.04,4051.46,12.3,231,91.33,0.48,1.36
2023-02-05,5605.46,3883.58,3917.01,11.09,218,106.91,0.58,1.88
2023-02-12,7201.79,6828.53,2805.93,12.69,206,96.2,0.67,2.51
2023-02-19,8687.47,5460.59,3607.63,13.2,196,105.66,0.76,1.15
2023-02-26,5382.9,4299,2311.74,20.37,198,114.2,0.83,2.59
2023-03-05,7456.27,5241.05,2879.17,20.88,162,96.88,0.89,2.28
2023-03-12,5851.5,4647.55,2925.02,7.7,200,107.02,0.94,1.43
2023-03-19,6976.94,5371.15,2775.41,17.45,215,82.84,0.97,0.8
2023-03-26,7934.27,5243.53,3587.28,6.19,199,73.31,0.99,1.24
2023-04-02,7418.07,3985.89,4229.86,21.44,202,82.09,1,2
2023-04-09,3980.8,4208.69,2635.38,28.86,218,101.2,0.99,1.97
2023-04-16,7734.79,5299.59,2973.87,28.92,192,74.2,0.97,0.82
2023-04-23,9639.9,6639.05,4309.41,27.76,181,73.69,0.93,2.85
2023-04-30,6127.1,6084.62,2736.77,16.9,174,122.21,0.88,2.08
2023-05-07,4417.2,4375.43,916.77,14.23,207,103.24,0.82,1.3
2023-05-14,6997.66,5825.92,3411.19,14.74,193,102.7,0.74,1.44
2023-05-21,7470.8,4951.43,2290.83,28.52,201,99.4,0.66,2.41
2023-05-28,5422.54,5301.31,2201.17,22.16,197,112.87,0.56,1.77
2023-06-04,7653.73,5260.36,4136.65,15.42,206,97.61,0.46,2.71
2023-06-11,7522.91,7575.45,4958.4,17.01,212,107.56,0.35,1.5
2023-06-18,6338.95,3814.71,2168.17,23.68,193,101.04,0.23,2.23
2023-06-25,6169.14,5100.92,3824.82,23.37,213,94.16,0.11,2.54
2023-07-02,6346.7,3220.02,2924.68,16.78,217,91.14,-0.01,1.59
2023-07-09,7008.39,5589.84,3113.45,15.28,193,82.27,-0.13,2.17
2023-07-16,5899.26,6096.61,3977.79,15.05,215,99.25,-0.25,1.64
2023-07-23,7876.48,6445.66,3170.94,21.78,216,84.17,-0.36,2.75
2023-07-30,4381.49,3074.85,2318.91,22.27,168,95.23,-0.47,2.26
2023-08-06,8487.16,5412.77,2623.67,6.47,193,88.18,-0.57,2.18
2023-08-13,6866.84,6593.37,3548.91,16.51,197,100.99,-0.67,2.18
2023-08-20,3628.77,4585.98,1131.24,17.64,201,112.95,-0.75,1.46
2023-08-27,9401.59,4787.85,3876.2,8.93,211,109.7,-0.83,2.19
2023-09-03,5404.95,4963.46,1746.28,12.57,191,91.32,-0.89,2.89
2023-09-10,7872.82,5365.02,3017.54,10.01,193,78.74,-0.94,1.85
2023-09-17,5868.65,5665.16,2847.71,7.92,210,97.95,-0.97,2.59
2023-09-24,7135.96,6317.82,4034.46,26.28,204,88.93,-0.99,1.6
2023-10-01,5042.99,4904.51,3151.08,13.49,198,94.51,-1,1.03
2023-10-08,5224.63,5196.28,3081.55,6.54,197,103.19,-0.99,1.62
2023-10-15,7572.63,7488,3558.51,21.13,209,99.15,-0.97,1.05
2023-10-22,5603.67,5431.1,2338.39,24.09,194,122.67,-0.93,1.66
2023-10-29,5113.39,5188.75,2843.28,18.42,191,100.23,-0.88,1.61
2023-11-05,5750.63,3657.76,3942.07,17.56,209,110.68,-0.82,1.84
2023-11-12,5918.75,5002.86,3546.78,23.9,213,89.81,-0.75,1.36
2023-11-19,6112.08,4778.67,1979.6,27.15,208,97.79,-0.66,2.78
2023-11-26,6200.2,4988.95,3510.37,25.67,198,107.92,-0.57,1.85
2023-12-03,4696.89,4424.58,1897.93,17.52,194,106.77,-0.46,1.69
2023-12-10,7358.84,4313.18,2521.35,24.91,209,86.57,-0.35,1.98
2023-12-17,7632.1,4279.23,3968.74,9.82,204,93.84,-0.24,2.74
2023-12-24,6951.24,4785.5,1199.16,14.32,206,99.93,-0.12,2.27
2023-12-31,6676.35,6368.13,1576.79,15.18,213,98.33,0,2.24
2024-01-07,6991.56,6049.09,4041.1,7.3,188,94.56,0.12,1.25
2024-01-14,7690.46,4640.02,2348.17,5.05,179,87.99,0.24,2.08
2024-01-21,5365.36,3314.08,3994.97,14.74,186,114.87,0.35,1.32
2024-01-28,5643.24,4155.42,2865.4,8.96,214,107.73,0.46,2.71
2024-02-04,7219.19,4542.24,3342.22,26.97,210,111.04,0.57,2.54
2024-02-11,7121,5103.64,3650.62,19.76,203,100.36,0.66,2.22
2024-02-18,5428.98,4337.39,2479.03,16.29,209,110.87,0.75,2.29
2024-02-25,6631.36,7006.68,2756.33,18.32,186,104.27,0.82,1.55
2024-03-03,6879.59,4727.73,2667.92,6.27,190,98.91,0.88,1.63
2024-03-10,6056.8,3786.06,5252.87,23.84,200,93.1,0.93,2.79
2024-03-17,5556.81,4858.74,3100.92,22.21,209,87.58,0.97,1.37
2024-03-24,6851.58,3994.62,3378.24,8.2,212,103.04,0.99,2.12
2024-03-31,8291.39,5156.16,2727.4,20.27,220,109.84,1,1.74
2024-04-07,8317.09,5233.63,2806.57,21.24,204,97.53,0.99,1.98
2024-04-14,6692.23,5355.59,4103,13.61,198,90.94,0.97,2.41
2024-04-21,5091.31,3378.14,2728.89,22.22,190,108.39,0.94,2.21
2024-04-28,6845.82,5220.71,3016.11,19.22,186,89.32,0.89,2.98
2024-05-05,6830.91,5310.45,3301.57,11.92,195,98,0.83,2.44
2024-05-12,6428.38,3578.89,2654.62,27.86,193,99.29,0.75,1.98
2024-05-19,6159.19,5955.37,4567.25,6.15,186,109.07,0.67,0.78
2024-05-26,5471.14,5784.17,1857.23,27.58,198,82.47,0.57,1.96
2024-06-02,7609.39,7299.62,4609.03,25.44,197,105.77,0.47,2.36
2024-06-09,7712.24,5156.7,2718.73,13.1,177,90.24,0.36,1.85
2024-06-16,7441.35,5046.73,4085.7,15.44,182,96.6,0.25,2.7
2024-06-23,6447.15,5096.59,1400.66,17.61,198,100.14,0.13,2.15
2024-06-30,6961.77,5069.77,3764.86,18.8,197,99.92,0.01,1.95
2024-07-07,5511.13,3151.53,3701.15,6.82,200,98.6,-0.11,1.49
2024-07-14,6227.91,3328.87,1983.03,12.98,210,90.19,-0.23,1.05
2024-07-21,8243.28,4922.46,2385.34,10.83,207,103.56,-0.35,1.35
2024-07-28,6218.33,4418.93,3154.82,7.44,203,103.17,-0.46,2.61
2024-08-04,6359.76,5054.74,3915.07,29.44,217,95.11,-0.56,2.46
2024-08-11,5367.99,2888.79,2387.2,13.56,203,105.79,-0.66,2.33
2024-08-18,5304.34,3501.3,2820.7,28.32,201,114.88,-0.74,1.65
2024-08-25,5766.89,3898.52,4257.08,25.25,197,103.34,-0.82,2.19
2024-09-01,7148.3,5986.06,2098.12,15.23,199,108.13,-0.88,1.78
2024-09-08,6121.35,3901.51,3758.24,24.94,212,104.52,-0.93,2.69
2024-09-15,6879.57,4200.49,3359.01,11.11,194,108.26,-0.97,2.55
2024-09-22,7869.72,5079.87,2115.35,24.46,206,104.65,-0.99,1.9
2024-09-29,5002.79,4677.25,2465.71,7.15,187,97.4,-1,1.34
2024-10-06,6706.1,5146.42,3626.62,10.3,196,103.45,-0.99,3.54
2024-10-13,6192.33,7305.06,3199.17,29.58,177,107.35,-0.97,2.17
2024-10-20,5809.11,3875.4,4140.08,6.13,206,91.71,-0.94,2.26
2024-10-27,4842.07,4694.53,2518.57,18.64,218,102.25,-0.89,1.82
2024-11-03,4996.29,4483.24,1628.41,21.84,194,111.94,-0.83,2.33
2024-11-10,5955.42,6512.4,3838.26,11.91,172,93.53,-0.76,2.25
2024-11-17,3758.95,4230.52,2513.1,17.32,190,99.84,-0.67,2.33
2024-11-24,6103.61,4917.91,3096.27,26.49,210,98.67,-0.58,2.09
2024-12-01,5857.35,5787.13,4375.23,17.12,194,113.2,-0.48,1.47
2024-12-08,4115.86,3941.41,2799.67,8.39,180,91.67,-0.37,0.97
2024-12-15,7510.29,6655.18,4239.64,12.93,222,101.28,-0.26,2.26
2024-12-22,5476.51,5675.76,2122.29,24.16,202,97.38,-0.14,1.44
2024-12-29,6150.49,3925.79,3740.41,6.13,155,93.64,-0.02,2.55
2025-01-05,4772.04,5454.58,3197.44,28.13,212,121.75,0.09,1.58
2025-01-12,6791.62,4786.69,2410.58,22.07,199,103.35,0.21,1.22
2025-01-19,5618.19,5313.23,1975.99,15.42,185,110.71,0.32,1.99
2025-01-26,8187.31,4910.02,3061.31,8.38,186,105.39,0.43,2.29
2025-02-02,8971.84,6070.52,3204.13,28.17,194,109.27,0.54,2.42
2025-02-09,6104.79,3648.9,3221.96,10.79,206,120.48,0.64,2.2
2025-02-16,6628.14,4477.38,3429.48,23.49,191,100.62,0.72,2.07
2025-02-23,8564.54,4750.81,2631.61,5.2,179,109.23,0.8,1.92
